Date,Ticker,Shares,Average Price,Cost Basis,Stop Loss,Current Price,Total Value,PnL,Action,Company,Currency
2025-09-08 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-09 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-10 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-11 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-12 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-15 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-16 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-17 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-18 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-19 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-22 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-23 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-24 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-25 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-26 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-29 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-09-30 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-10-01 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-10-02 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-10-03 16:00:00-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-10-09 17:26:10-07:00,GMIN.TO,44.6354,23.47,1047.77,0.0,23.47,1047.77,0.0,HOLD,GMIN.TO,CAD
2025-10-09 17:26:10-07:00,LTRX,21.2652,4.75,101.01,0.0,4.75,101.01,0.0,HOLD,LTRX,USD
2025-10-09 17:26:10-07:00,VEE.TO,7.4987,44.18,331.31,0.0,44.18,331.31,0.0,HOLD,VEE.TO,CAD
2025-10-09 17:26:10-07:00,CRWD,0.7261,427.93,310.72,0.0,427.93,310.72,0.0,HOLD,CRWD,USD
2025-10-09 17:26:10-07:00,SMH,3.0684,306.4,940.16,0.0,306.4,940.16,0.0,HOLD,SMH,USD
2025-10-09 17:26:10-07:00,XMA.TO,50.9667,33.77,1721.25,0.0,33.77,1721.25,0.0,HOLD,XMA.TO,CAD
2025-10-09 17:26:10-07:00,WEB.V,227.2727,2.2,500.0,0.0,2.2,500.0,0.0,HOLD,WEB.V,CAD
2025-10-09 17:26:10-07:00,PLTR,3.1406,165.15,518.66,0.0,165.15,518.66,0.0,HOLD,PLTR,USD
2025-10-09 17:26:10-07:00,URNM,4.6781,53.44,250.0,0.0,53.44,250.0,0.0,HOLD,URNM,USD
2025-10-09 17:26:10-07:00,URNJ,6.9499,25.18,175.0,0.0,25.18,175.0,0.0,HOLD,URNJ,USD
2025-10-09 17:26:10-07:00,KO,2.1131,67.06,141.7,0.0,67.06,141.7,0.0,HOLD,KO,USD
2025-10-09 17:26:10-07:00,QCOM,0.6193,161.46,99.99,0.0,161.46,99.99,0.0,HOLD,QCOM,USD
2025-10-09 17:26:10-07:00,STLD,1.6956,130.69,221.6,0.0,130.69,221.6,0.0,HOLD,STLD,USD
2025-10-09 17:26:10-07:00,FTS.TO,2.1945,68.35,149.99,0.0,68.35,149.99,0.0,HOLD,FTS.TO,CAD
2025-10-09 17:26:10-07:00,TRP.TO,2.4146,72.47,174.99,0.0,72.47,174.99,0.0,HOLD,TRP.TO,CAD
2025-10-09 17:26:10-07:00,MRK,1.0,82.33,82.33,0.0,82.33,82.33,0.0,HOLD,MRK,USD
2025-10-09 17:26:10-07:00,CNR.TO,4.448,132.15,587.81,0.0,132.15,587.81,0.0,HOLD,CNR.TO,USD
2025-10-09 17:26:10-07:00,RAIL,74.3707,8.74,650.0,0.0,8.74,650.0,0.0,HOLD,RAIL,USD
2025-10-09 17:26:10-07:00,GLO.TO,735.2941,0.68,500.0,0.0,0.68,500.0,0.0,HOLD,GLO.TO,CAD
2025-10-09 17:26:10-07:00,DRX.TO,90.5797,8.28,750.0,0.0,8.28,750.0,0.0,HOLD,DRX.TO,CAD
2025-10-09 17:26:10-07:00,GD,0.8676,345.68,299.91,0.0,345.68,299.91,0.0,HOLD,GD,USD
2025-10-06 07:05:00 PDT,GMIN.TO,44.6354,23.47,1047.77,0.0,23.47,1047.59,0.0,HOLD,GMIN.TO,CAD
2025-10-06 07:05:00 PDT,LTRX,21.2652,4.75,101.01,0.0,4.75,101.01,0.0,HOLD,LTRX,USD
2025-10-06 07:05:00 PDT,VEE.TO,7.4987,44.18,331.31,0.0,44.18,331.29,0.0,HOLD,VEE.TO,CAD
2025-10-06 07:05:00 PDT,CRWD,0.7261,427.93,310.72,0.0,427.93,310.72,0.0,HOLD,CRWD,USD
2025-10-06 07:05:00 PDT,SMH,3.0684,306.4,940.16,0.0,306.4,940.16,0.0,HOLD,SMH,USD
2025-10-06 07:05:00 PDT,XMA.TO,50.9667,33.77,1721.25,0.0,33.77,1721.15,0.0,HOLD,XMA.TO,CAD
2025-10-06 07:05:00 PDT,WEB.V,227.2727,2.2,500.0,0.0,2.2,500.0,0.0,HOLD,WEB.V,CAD
2025-10-06 07:05:00 PDT,PLTR,3.1406,165.15,518.66,0.0,165.15,518.67,0.0,HOLD,PLTR,USD
2025-10-06 07:05:00 PDT,URNM,4.6781,53.44,250.0,0.0,53.44,250.0,0.0,HOLD,URNM,USD
2025-10-06 07:05:00 PDT,URNJ,6.9499,25.18,175.0,0.0,25.18,175.0,0.0,HOLD,URNJ,USD
2025-10-06 07:05:00 PDT,KO,2.1131,67.06,141.7,0.0,67.06,141.7,0.0,HOLD,KO,USD
2025-10-06 07:05:00 PDT,QCOM,0.6193,161.46,99.99,0.0,161.46,99.99,0.0,HOLD,QCOM,USD
2025-10-06 07:05:00 PDT,STLD,1.6956,130.69,221.6,0.0,130.69,221.6,0.0,HOLD,STLD,USD
2025-10-06 07:05:00 PDT,FTS.TO,2.1945,68.35,149.99,0.0,68.35,149.99,0.0,HOLD,FTS.TO,CAD
2025-10-06 07:05:00 PDT,TRP.TO,2.4146,72.47,174.99,0.0,72.47,174.99,0.0,HOLD,TRP.TO,CAD
2025-10-06 07:05:00 PDT,MRK,1.0,82.33,82.33,0.0,82.33,82.33,0.0,HOLD,MRK,USD
2025-10-06 07:05:00 PDT,CNR.TO,4.448,132.15,587.81,0.0,132.15,587.8,0.0,HOLD,CNR.TO,USD
2025-10-06 07:05:00 PDT,RAIL,74.3707,8.74,650.0,0.0,8.74,650.0,0.0,HOLD,RAIL,USD
2025-10-06 07:05:00 PDT,GLO.TO,735.2941,0.68,500.0,0.0,0.68,500.0,0.0,HOLD,GLO.TO,CAD
2025-10-06 07:05:00 PDT,DRX.TO,90.5797,8.28,750.0,0.0,8.28,750.0,0.0,HOLD,DRX.TO,CAD
2025-10-06 07:05:00 PDT,GD,1.7352,345.68,599.82,0.0,0.0,0.0,0.0,HOLD,GD,CAD
